id,material_class,sheet_title,table_heading,table_subheading,product_code,material,qty_basis,a1_a3_CO2,a1_a3_energy_total,a1_a3_energy_non_renewable,a1_a3_energy_renewable,notes,data_quality,density,area_density,linear_density,mass_per_unit
347,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_7_5_4_1_1,"Concrete, 45 MPa, in-situ, no reinforcement, (EC40) (Firth) (Auckland)",kg,0.12,0.84,0.15,0.69,"ci5, ci8-",A,2364.97,0,0,0
348,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_7_5_4_1_3,"Concrete, 45 MPa, in-situ, no reinforcement, (EC40) (Firth) (Christchurch)",kg,0.12,0.86,0.16,0.7,"ci5, ci8-",A,2379.63,0,0,0
349,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_7_5_4_2,"Concrete, 45 MPa, in-situ, no reinforcement, (EC40) (Firth) (NZ, average)",kg,0.12,0.85,0.16,0.69,"-ci5, ci8-",A,2369.95,0,0,0
350,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - generic",,PR_20_31_16_7_1_1_1,"Concrete, 45 MPa, in-situ, no reinforcement, (OPC)",kg,0.18,0.98,0.92,0.06,"ci3, ci10",F,2430,0,0,0
351,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - generic",,PR_20_31_16_7_1_1_2_1,"Concrete, 45 MPa, in-situ, no reinforcement, (25% GGBS)",kg,0.15,0.92,0.87,0.06,"ci3, ci9",F,2430,0,0,0
352,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - generic",,PR_20_31_16_7_1_1_2_2,"Concrete, 45 MPa, in-situ, no reinforcement, (50% GGBS)",kg,0.11,0.87,0.81,0.05,"ci3, ci9",F,2430,0,0,0
353,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - generic",,PR_20_31_16_7_1_1_2_3,"Concrete, 45 MPa, in-situ, no reinforcement, (75% GGBS)",kg,0.08,0.81,0.76,0.05,"ci3, ci9",F,2430,0,0,0
354,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - generic",,PR_20_31_16_7_1_1_3_1,"Concrete, 45 MPa, in-situ, no reinforcement, (20% PFA)",kg,0.15,0.88,0.83,0.05,"ci3, ci11",F,2430,0,0,0
355,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, no reinforcement - generic",,PR_20_31_16_7_1_1_3_2,"Concrete, 45 MPa, in-situ, no reinforcement, (35% PFA)",kg,0.13,0.8,0.75,0.05,"ci3, ci11",F,2430,0,0,0
356,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_7_2_1_1,"Reinforced concrete, 45 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (OPC)",kg,0.26,2.12,1.94,0.18,"ci3, ci10",F,2464.52,0,0,0
357,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_7_2_1_2_1,"Reinforced concrete, 45 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (25% GGBS)",kg,0.23,2.06,1.89,0.17,"ci3, ci9",F,2464.52,0,0,0
358,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_7_2_1_2_2,"Reinforced concrete, 45 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (50% GGBS)",kg,0.19,2.01,1.84,0.17,"ci3, ci9",F,2464.52,0,0,0
359,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_7_2_1_2_3,"Reinforced concrete, 45 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (75% GGBS)",kg,0.16,1.95,1.78,0.17,"ci3, ci9",F,2464.52,0,0,0
360,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_7_2_1_3_1,"Reinforced concrete, 45 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (20% PFA)",kg,0.23,2.02,1.85,0.17,"ci3, ci11",F,2464.52,0,0,0
361,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_7_2_1_3_2,"Reinforced concrete, 45 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (35% PFA)",kg,0.21,1.94,1.78,0.17,"ci3, ci11",F,2464.52,0,0,0
362,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_7_2_2_1,"Reinforced concrete, 45 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (OPC)",kg,0.34,3.23,2.94,0.29,"ci3, ci10",F,2499.04,0,0,0
363,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_7_2_2_2_1,"Reinforced concrete, 45 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (25% GGBS)",kg,0.3,3.17,2.89,0.29,"ci3, ci9",F,2499.04,0,0,0
364,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_7_2_2_2_2,"Reinforced concrete, 45 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (50% GGBS)",kg,0.27,3.12,2.83,0.28,"ci3, ci9",F,2499.04,0,0,0
365,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_7_2_2_2_3,"Reinforced concrete, 45 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (75% GGBS)",kg,0.24,3.06,2.78,0.28,"ci3, ci9",F,2499.04,0,0,0
366,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_7_2_2_3_1,"Reinforced concrete, 45 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (20% PFA)",kg,0.31,3.13,2.85,0.28,"ci3, ci11",F,2499.04,0,0,0
367,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_7_2_2_3_2,"Reinforced concrete, 45 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (35% PFA)",kg,0.29,3.05,2.77,0.28,"ci3, ci11",F,2499.04,0,0,0
368,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_7_2_3_1,"Reinforced concrete, 45 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (OPC)",kg,0.41,4.3,3.9,0.4,"ci3, ci10",F,2533.57,0,0,0
369,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_7_2_3_2_1,"Reinforced concrete, 45 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (25% GGBS)",kg,0.38,4.25,3.85,0.4,"ci3, ci9",F,2533.57,0,0,0
370,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_7_2_3_2_2,"Reinforced concrete, 45 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (50% GGBS)",kg,0.35,4.2,3.8,0.39,"ci3, ci9",F,2533.57,0,0,0
371,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_7_2_3_2_3,"Reinforced concrete, 45 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (75% GGBS)",kg,0.31,4.14,3.75,0.39,"ci3, ci9",F,2533.57,0,0,0
372,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_7_2_3_3_1,"Reinforced concrete, 45 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (20% PFA)",kg,0.38,4.21,3.81,0.39,"ci3, ci11",F,2533.57,0,0,0
373,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_7_2_3_3_2,"Reinforced concrete, 45 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (35% PFA)",kg,0.36,4.13,3.74,0.39,"ci3, ci11",F,2533.57,0,0,0
374,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_7_2_4_1,"Reinforced concrete, 45 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (OPC)",kg,0.48,5.35,4.84,0.51,"ci3, ci10",F,2568.09,0,0,0
375,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_7_2_4_2_1,"Reinforced concrete, 45 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (25% GGBS)",kg,0.45,5.3,4.79,0.5,"ci3, ci9",F,2568.09,0,0,0
376,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_7_2_4_2_2,"Reinforced concrete, 45 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (50% GGBS)",kg,0.42,5.24,4.74,0.5,"ci3, ci9",F,2568.09,0,0,0
377,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_7_2_4_2_3,"Reinforced concrete, 45 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (75% GGBS)",kg,0.39,5.19,4.69,0.5,"ci3, ci9",F,2568.09,0,0,0
378,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_7_2_4_3_1,"Reinforced concrete, 45 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (20% PFA)",kg,0.45,5.25,4.75,0.5,"ci3, ci11",F,2568.09,0,0,0
379,STRUCTURE,Concrete (in-situ),"45 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_7_2_4_3_2,"Reinforced concrete, 45 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (35% PFA)",kg,0.43,5.18,4.68,0.5,"ci3, ci11",F,2568.09,0,0,0
380,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_8_4_1_1_1,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Auckland)",kg,0.19,0.85,0.8,0.05,"ci1, ci10-",A,2430,0,0,0
381,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_8_4_1_1_3,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Christchurch)",kg,0.17,0.69,0.65,0.04,"ci1, ci10-",A,2430,0,0,0
382,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_8_4_1_2,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (North Island, average)",kg,0.19,0.82,0.77,0.05,"ci1, ci10-",A,2430,0,0,0
383,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_8_4_1_3,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (South Island, average)",kg,0.17,0.71,0.67,0.04,"ci4, ci10-",A,2430,0,0,0
384,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_8_4_1_1_2,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Wellington)",kg,0.18,0.71,0.67,0.04,"ci4, ci10-",A,2430,0,0,0
385,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_8_4_2_1_1,"Concrete, 50 MPa, in-situ, no reinforcement, (special grade) (Allied Concrete) (Auckland)",kg,0.15,0.84,0.79,0.05,ci1,A,2430,0,0,0
386,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_1_1_1,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Firth) (Auckland)",kg,0.17,0.97,0.19,0.78,"ci2, ci10-",A,2432,0,0,0
387,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_1_1_2,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Firth) (Wellington)",kg,0.13,0.81,0.14,0.67,"ci2, ci10-",A,2380,0,0,0
388,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_1_1_3,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Firth) (Christchurch)",kg,0.15,0.94,0.18,0.75,"ci2, ci10-",A,2416,0,0,0
389,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_1_2_1,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Firth) (North Island, made with cement from Golden Bay Cement, average)",kg,0.15,0.96,0.2,0.75,"ci2, ci10-",A,2413,0,0,0
390,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_1_3_1,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Firth) (South Island, made with cement from Golden Bay Cement, average)",kg,0.15,0.95,0.19,0.76,"ci2, ci10-",A,2417,0,0,0
391,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_1_3_2,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC) (Firth) (South Island, made with cement from Holcim NZ, average)",kg,0.17,0.74,0.09,0.64,"ci2, ci10-",A,2403,0,0,0
392,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_2_1_1,"Concrete, 50 MPa, in-situ, no reinforcement, (EC20) (Firth) (Auckland)",kg,0.16,0.97,0.18,0.78,"-ci5, ci6",A,2432,0,0,0
393,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_2_1_2,"Concrete, 50 MPa, in-situ, no reinforcement, (EC20) (Firth) (Wellington)",kg,0.17,1.08,0.2,0.87,"ci5, ci6-",A,2380,0,0,0
394,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_2_1_3,"Concrete, 50 MPa, in-situ, no reinforcement, (EC20) (Firth) (Christchurch)",kg,0.16,1.01,0.19,0.82,"ci5, ci6-",A,2416,0,0,0
395,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_2_2,"Concrete, 50 MPa, in-situ, no reinforcement, (EC20) (Firth) (NZ, average)",kg,0.16,0.99,0.19,0.8,"ci5, ci6-",A,2422,0,0,0
396,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_3_1_1,"Concrete, 50 MPa, in-situ, no reinforcement, (EC30) (Firth) (Auckland)",kg,0.16,0.97,0.18,0.78,"ci5, ci7-",A,2432,0,0,0
397,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_3_1_2,"Concrete, 50 MPa, in-situ, no reinforcement, (EC30) (Firth) (Wellington)",kg,0.16,1.04,0.19,0.85,"ci5, ci7-",A,2359.01,0,0,0
398,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_3_1_3,"Concrete, 50 MPa, in-situ, no reinforcement, (EC30) (Firth) (Christchurch)",kg,0.16,1.01,0.19,0.82,"ci5, ci7-",A,2416,0,0,0
399,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_3_2,"Concrete, 50 MPa, in-situ, no reinforcement, (EC30) (Firth) (NZ, average)",kg,0.16,0.99,0.19,0.8,"ci5, ci7-",A,2419.9,0,0,0
400,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_4_1_1,"Concrete, 50 MPa, in-situ, no reinforcement, (EC40) (Firth) (Auckland)",kg,0.14,0.9,0.16,0.74,"-ci5, ci8-",A,2377.19,0,0,0
401,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_4_1_2,"Concrete, 50 MPa, in-situ, no reinforcement, (EC40) (Firth) (Wellington)",kg,0.14,0.96,0.17,0.78,"-ci5, ci8-",A,2313.06,0,0,0
402,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_4_1_3,"Concrete, 50 MPa, in-situ, no reinforcement, (EC40) (Firth) (Christchurch)",kg,0.14,0.95,0.18,0.77,"-ci5, ci8-",A,2375.54,0,0,0
403,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_8_5_4_2,"Concrete, 50 MPa, in-situ, no reinforcement, (EC40) (Firth) (NZ, average)",kg,0.14,0.92,0.17,0.75,"-ci5, ci8-",A,2370.29,0,0,0
404,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - generic",,PR_20_31_16_8_1_1_1,"Concrete, 50 MPa, in-situ, no reinforcement, (OPC)",kg,0.2,1.1,1.04,0.07,"ci3, ci10",F,2430,0,0,0
405,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - generic",,PR_20_31_16_8_1_1_2_1,"Concrete, 50 MPa, in-situ, no reinforcement, (25% GGBS)",kg,0.17,1.04,0.98,0.06,"ci3, ci9",F,2430,0,0,0
406,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - generic",,PR_20_31_16_8_1_1_2_2,"Concrete, 50 MPa, in-situ, no reinforcement, (50% GGBS)",kg,0.13,0.98,0.92,0.06,"ci3, ci9",F,2430,0,0,0
407,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - generic",,PR_20_31_16_8_1_1_2_3,"Concrete, 50 MPa, in-situ, no reinforcement, (75% GGBS)",kg,0.09,0.91,0.86,0.06,"ci3, ci9",F,2430,0,0,0
408,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - generic",,PR_20_31_16_8_1_1_3_1,"Concrete, 50 MPa, in-situ, no reinforcement, (20% PFA)",kg,0.17,0.99,0.93,0.06,"ci3, ci11",F,2430,0,0,0
409,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, no reinforcement - generic",,PR_20_31_16_8_1_1_3_2,"Concrete, 50 MPa, in-situ, no reinforcement, (35% PFA)",kg,0.14,0.9,0.85,0.05,"ci3, ci11",F,2430,0,0,0
410,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_8_2_1_1,"Reinforced concrete, 50 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (OPC)",kg,0.28,2.24,2.06,0.18,"ci3, ci10",F,2464.52,0,0,0
411,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_8_2_1_2_1,"Reinforced concrete, 50 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (25% GGBS)",kg,0.24,2.18,2,0.18,"ci3, ci9",F,2464.52,0,0,0
412,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_8_2_1_2_2,"Reinforced concrete, 50 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (50% GGBS)",kg,0.21,2.11,1.94,0.18,"ci3, ci9",F,2464.52,0,0,0
413,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_8_2_1_2_3,"Reinforced concrete, 50 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (75% GGBS)",kg,0.17,2.05,1.88,0.17,"ci3, ci9",F,2464.52,0,0,0
414,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_8_2_1_3_1,"Reinforced concrete, 50 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (20% PFA)",kg,0.25,2.12,1.95,0.18,"ci3, ci11",F,2464.52,0,0,0
415,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_8_2_1_3_2,"Reinforced concrete, 50 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (35% PFA)",kg,0.22,2.04,1.87,0.17,"ci3, ci11",F,2464.52,0,0,0
416,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_8_2_2_1,"Reinforced concrete, 50 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (OPC)",kg,0.36,3.34,3.04,0.3,"ci3, ci10",F,2499.04,0,0,0
417,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_8_2_2_2_1,"Reinforced concrete, 50 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (25% GGBS)",kg,0.32,3.28,2.99,0.29,"ci3, ci9",F,2499.04,0,0,0
418,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_8_2_2_2_2,"Reinforced concrete, 50 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (50% GGBS)",kg,0.28,3.22,2.93,0.29,"ci3, ci9",F,2499.04,0,0,0
419,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_8_2_2_2_3,"Reinforced concrete, 50 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (75% GGBS)",kg,0.25,3.16,2.87,0.29,"ci3, ci9",F,2499.04,0,0,0
420,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_8_2_2_3_1,"Reinforced concrete, 50 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (20% PFA)",kg,0.32,3.23,2.94,0.29,"ci3, ci11",F,2499.04,0,0,0
421,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_8_2_2_3_2,"Reinforced concrete, 50 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (35% PFA)",kg,0.3,3.15,2.86,0.28,"ci3, ci11",F,2499.04,0,0,0
422,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_8_2_3_1,"Reinforced concrete, 50 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (OPC)",kg,0.43,4.41,4.01,0.41,"ci3, ci10",F,2533.57,0,0,0
423,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_8_2_3_2_1,"Reinforced concrete, 50 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (25% GGBS)",kg,0.39,4.35,3.95,0.4,"ci3, ci9",F,2533.57,0,0,0
424,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_8_2_3_2_2,"Reinforced concrete, 50 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (50% GGBS)",kg,0.36,4.29,3.89,0.4,"ci3, ci9",F,2533.57,0,0,0
425,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_8_2_3_2_3,"Reinforced concrete, 50 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (75% GGBS)",kg,0.32,4.23,3.84,0.4,"ci3, ci9",F,2533.57,0,0,0
426,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_8_2_3_3_1,"Reinforced concrete, 50 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (20% PFA)",kg,0.4,4.3,3.9,0.4,"ci3, ci11",F,2533.57,0,0,0
427,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_8_2_3_3_2,"Reinforced concrete, 50 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (35% PFA)",kg,0.37,4.22,3.83,0.39,"ci3, ci11",F,2533.57,0,0,0
428,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_8_2_4_1,"Reinforced concrete, 50 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (OPC)",kg,0.5,5.45,4.94,0.51,"ci3, ci10",F,2568.09,0,0,0
429,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_8_2_4_2_1,"Reinforced concrete, 50 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (25% GGBS)",kg,0.47,5.4,4.89,0.51,"ci3, ci9",F,2568.09,0,0,0
430,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_8_2_4_2_2,"Reinforced concrete, 50 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (50% GGBS)",kg,0.43,5.34,4.83,0.51,"ci3, ci9",F,2568.09,0,0,0
431,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_8_2_4_2_3,"Reinforced concrete, 50 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (75% GGBS)",kg,0.4,5.28,4.77,0.5,"ci3, ci9",F,2568.09,0,0,0
432,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_8_2_4_3_1,"Reinforced concrete, 50 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (20% PFA)",kg,0.47,5.35,4.84,0.51,"ci3, ci11",F,2568.09,0,0,0
433,STRUCTURE,Concrete (in-situ),"50 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_8_2_4_3_2,"Reinforced concrete, 50 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (35% PFA)",kg,0.45,5.27,4.77,0.5,"ci3, ci11",F,2568.09,0,0,0
434,STRUCTURE,Concrete (precast),30 MPa precast ,50 kg/m- steel reinforcing,PR_20_31_16_4_3_1_1,"Reinforced concrete, 30 MPa, precast, inc. 50 kg/m- steel reinforcing, (OPC)",kg,0.23,2.13,1.96,0.17,"cp1, cp3",G,2444.65,0,0,0
435,STRUCTURE,Concrete (precast),30 MPa precast ,50 kg/m- steel reinforcing,PR_20_31_16_4_3_1_2_1,"Reinforced concrete, 30 MPa, precast, inc. 50 kg/m- steel reinforcing, (25% GGBS)",kg,0.21,2.09,1.92,0.17,"cp1, cp2",G,2444.65,0,0,0
